X,Y,OBJECTID,NoticeNum,DateNotice,DateCancel,DateAbate,NT,OWNER_ABBR,HousingMarketTypology2023,Council_District,Neighborhood,BLOCKLOT,Address
1427419.8800838,600612.810180724,140563,2346540A,2024/02/12 12:52:00+00,,,Vacant,MCC,J,12,Darley Park,4164B052,1725 CLIFTVIEW AVE
1427432.91975589,600613.382686138,140564,2119533A,2024/07/15 11:08:00+00,,,Vacant,MCC,J,12,Darley Park,4164B053,1727 CLIFTVIEW AVE
1427459.00500555,600614.530321643,140566,2316075A,2023/10/25 19:53:00+00,,,Vacant,,J,12,Darley Park,4164B055,1731 CLIFTVIEW AVE
1432529.59755464,601190.558369055,140982,2188966A,2023/01/18 12:57:00+00,,,Vacant,,I,13,Four By Four,4178K056,3420 LYNDALE AVE
1433536.47316556,602864.68953523,141051,1509322A,2017/03/17 15:42:00+00,,,Vacant,,G,13,Belair-Edison,4188D023,3043 MAYFIELD AVE
1432040.21205047,603418.220252305,141071,2362935A,2024/04/04 11:14:00+00,,,Vacant,,G,13,Belair-Edison,4190 002,2802 CLIFTON PARK TERR
1394963.20844872,618261.427442476,141114,2304130A,2023/10/04 14:11:00+00,,,Vacant,,F,5,Fallstaff,4218F019,7004 FIELDCREST ROAD
1426699.92187805,605667.840096891,141425,2107047A,2022/05/12 11:58:00+00,,,Vacant,,E,14,Ednor Gardens-Lakeside,3990 023,3304 THE ALAMEDA 
1424820.38200197,599628.003095224,141434,214606A,2007/06/25 07:57:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4006 012,1915 AISQUITH ST
1424820.96631838,599615.932581306,141435,1581401A,2017/09/14 14:06:00+00,,,Vacant,,J,12,East Baltimore Midway,4006 013,1913 AISQUITH ST
1424821.57917805,599603.56777665,141436,2016567A,2021/07/08 11:36:00+00,,,Vacant,,J,12,East Baltimore Midway,4006 014,1911 AISQUITH ST
1424822.13626355,599591.864716053,141437,250583A,2007/10/03 14:40:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4006 015,1909 AISQUITH ST
1424903.52717689,599549.459945232,141994,1040208A,2013/12/16 09:59:00+00,,,Vacant,,J,12,East Baltimore Midway,4006 062,1901 SAPP ST
1425149.83311471,599514.300238639,142000,2312234A,2023/10/18 16:04:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 006,1240 E NORTH AVE
1425166.20578539,599515.302533224,142001,2304815A,2023/10/17 12:52:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 007,1242 E NORTH AVE
1425223.36413564,599498.605716228,142008,1432119A,2017/05/29 16:25:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 011,1250 E NORTH AVE
1425235.96056713,599498.995807305,142009,1230951A,2015/05/13 14:09:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 012,1252 E NORTH AVE
1425218.9179503,599567.391667888,142013,2324270A,2023/11/21 12:16:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4007 016,1904 SHERWOOD AVE
1425218.54918464,599579.762378067,142014,284898A,2008/01/18 09:00:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4007 017,1906 SHERWOOD AVE
1425217.87005214,599591.862747565,142015,1912224A,2020/07/09 09:32:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 018,1908 SHERWOOD AVE
1425217.17320314,599603.982473984,142016,2338072A,2024/01/18 05:37:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 019,1910 SHERWOOD AVE
1425215.17222288,599639.597560227,142019,285896A,2008/01/25 08:31:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 022,1916 SHERWOOD AVE
1425214.50949456,599651.307838649,142020,1912225A,2020/07/08 11:39:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 023,1918 SHERWOOD AVE
1425213.82904972,599663.212342396,142021,1611846A,2017/11/22 18:03:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 024,1920 SHERWOOD AVE
1425213.14565213,599675.289746061,142022,1912226A,2020/07/08 11:40:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 025,1922 SHERWOOD AVE
1425211.7762323,599699.387138814,142026,2442819A,2024/09/27 13:09:00+00,,,Vacant,,J,12,East Baltimore Midway,4007 027,1926 SHERWOOD AVE
1425306.1539963,599561.090171307,142037,1912227A,2020/07/08 11:41:00+00,,,Vacant,,J,12,East Baltimore Midway,4008 002,1903 SHERWOOD AVE
1425305.60216014,599573.314884394,142038,1912229A,2020/07/08 11:43:00+00,,,Vacant,,J,12,East Baltimore Midway,4008 003,1905 SHERWOOD AVE
1425304.90924814,599585.707248062,142039,1912228A,2020/07/08 11:47:00+00,,,Vacant,,J,12,East Baltimore Midway,4008 004,1907 SHERWOOD AVE
1425304.22421014,599597.830255315,142040,1912235A,2020/07/14 15:03:00+00,,,Vacant,,J,12,East Baltimore Midway,4008 005,1909 SHERWOOD AVE
1425303.55098313,599609.97786881,142041,1851272A,2019/10/10 11:49:00+00,,,Vacant,,J,12,East Baltimore Midway,4008 006,1911 SHERWOOD AVE
1425302.87545955,599621.942083731,142042,1912236A,2020/07/08 11:47:00+00,,,Vacant,,J,12,East Baltimore Midway,4008 007,1913 SHERWOOD AVE
1425302.35807213,599633.492913648,142043,2244388A,2023/05/17 15:21:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4008 008,1915 SHERWOOD AVE
1426011.79136455,600898.191827804,142061,349386A,2008/08/13 10:10:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B002,2303 AIKEN ST
1426023.07513463,600911.797443643,142062,2225364A,2023/03/31 17:40:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B003,2305 AIKEN ST
1423232.54659498,606131.119025975,142093,2336618A,2024/01/09 10:28:00+00,,,Vacant,,F,14,Waverly,4050B030,3411 OLD YORK ROAD
1426165.66441639,601090.311194226,142094,1026366A,2013/10/10 17:19:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B016,2331 AIKEN ST
1425581.77844505,599873.111528888,142117,2346531A,2024/02/09 09:59:00+00,,,Vacant,,J,12,East Baltimore Midway,4011 001,1270 E 20TH ST
1424673.79043163,599946.697339728,142128,171286A,2006/12/12 15:19:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A006,2009 ROBB ST
1424691.38160381,599968.475511387,142130,1934310A,2020/09/06 03:27:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A008,2013 ROBB ST
1424717.77754839,600001.148018226,142133,1637005A,2018/02/03 20:35:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A011,2019 ROBB ST
1424726.57543105,600012.039400637,142134,2244386A,2023/05/17 15:21:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A012,2021 ROBB ST
1424735.37200139,600022.934063897,142135,845091A,2012/05/29 16:22:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A013,2023 ROBB ST
1424744.17152447,600033.821837395,142136,736488A,2011/07/19 07:39:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A014,2025 ROBB ST
1424752.96579821,600044.714860231,142137,860488A,2012/07/05 17:41:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A015,2027 ROBB ST
1424761.76105621,600055.604602233,142138,2275039A,2023/08/10 09:58:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A016,2029 ROBB ST
1424779.35518114,600077.384742394,142140,2484984A,2025/03/20 15:32:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A018,2033 ROBB ST
1424788.14748639,600088.28170222,142141,2054487A,2021/10/26 13:46:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A019,2035 ROBB ST
1424796.94963413,600099.166851059,142142,2092907A,2022/03/30 15:42:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A020,2037 ROBB ST
1424567.4251588,599828.325857311,142148,2396239A,2024/06/14 11:20:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A023,1122 E 20TH ST
1424609.39521922,599834.550254315,142151,1631184A,2018/02/18 22:33:00+00,,,Vacant,,J,12,East Baltimore Midway,4011A026,1128 E 20TH ST
1424343.57980597,599816.454489976,142158,2222815A,2023/03/24 11:28:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B001,1100 E 20TH ST
1424358.49808322,599817.936114311,142159,2022218A,2021/07/22 12:23:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B002,1102 E 20TH ST
1424372.89733264,599818.899366975,142160,1433436A,2016/08/17 11:28:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B003,1104 E 20TH ST
1424387.07053263,599819.830795556,142161,664574A,2011/02/02 14:21:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B004,1106 E 20TH ST
1424401.96551597,599820.818654478,142162,2465944A,2024/12/17 15:19:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B005,1108 E 20TH ST
1424416.9727038,599821.810122311,142163,1205459A,2015/03/03 11:48:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4011B006,1110 E 20TH ST
1424431.76565322,599822.796668887,142167,183907A,2007/02/21 12:19:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B007,1112 E 20TH ST
1424456.6852228,599899.257802054,142172,733153A,2011/07/07 15:56:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B012,2000 ROBB ST
1424483.37873897,599919.786960483,142173,2053311A,2021/10/25 15:46:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B013,2002 ROBB ST
1424492.17694972,599930.676046312,142174,2305038A,2023/09/28 10:10:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B014,2004 ROBB ST
1424500.97023922,599941.570053399,142175,2506358A,2025/05/08 11:54:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B015,2006 ROBB ST
1424518.56502031,599963.348553151,142177,2053359A,2021/10/25 15:46:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B017,2010 ROBB ST
1424527.35995021,599974.240263641,142178,1001835A,2013/07/26 08:15:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B018,2012 ROBB ST
1424536.16012947,599985.130005643,142179,2346528A,2024/02/09 10:02:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B019,2014 ROBB ST
1424544.95145047,599996.020731896,142180,2186501A,2022/12/01 15:15:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B020,2016 ROBB ST
1424571.76340473,600029.06397289,142187,2244382A,2023/05/17 15:20:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4011B023,2022 ROBB ST
1424580.14035647,600039.590198562,142188,1803608A,2019/06/13 12:41:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B024,2024 ROBB ST
1424589.39854005,600051.16333814,142189,717596A,2011/06/03 08:11:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B025,2026 ROBB ST
1424615.89586239,600083.872262225,142192,2089993A,2022/03/21 13:14:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B028,2032 ROBB ST
1424624.82005714,600094.898158804,142193,2210581A,2023/02/27 15:26:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B029,2034 ROBB ST
1424633.60284796,600105.760669887,142194,2186770A,2022/12/01 15:46:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B030,2036 ROBB ST
1424642.32789613,600116.600543231,142195,245354A,2007/09/19 13:17:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B031,2038 ROBB ST
1424651.05491281,600127.378080726,142196,2334037A,2024/01/14 21:27:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B032,2040 ROBB ST
1424659.85279547,600138.272087812,142197,182362A,2007/02/01 15:00:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B033,2042 ROBB ST
1424668.81471981,600149.368522316,142198,1218194A,2015/04/10 15:48:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B034,2044 ROBB ST
1424677.73300906,600160.426242977,142199,2361568A,2024/03/28 14:18:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B035,2046 ROBB ST
1424356.7877848,599890.665955722,142203,2077626A,2022/02/04 10:05:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B039,2001 KENNEDY AVE
1423428.30112472,601317.870778471,142237,2489462A,2025/04/01 13:28:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A007,612 BARTLETT AVE
1423441.01304156,601308.715941146,142238,2404730A,2024/07/03 16:56:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A008,614 BARTLETT AVE
1423607.34374563,601160.421946391,142255,2324272A,2023/11/21 13:01:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A021,642 BARTLETT AVE
1423660.77966239,601115.012588397,142260,2210546A,2023/02/27 13:59:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A026,652 BARTLETT AVE
1423446.81781997,601436.481433645,142270,2096590A,2022/04/14 17:33:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A033,613 GUTMAN AVE
1423480.71046872,601406.863710731,142273,626955A,2010/09/16 11:15:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A036,619 GUTMAN AVE
1423502.7383118,601387.629169136,142275,819855A,2012/03/23 07:51:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A038,623 GUTMAN AVE
1423513.24682097,601377.320790812,142276,2312091A,2023/10/18 10:38:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A039,625 GUTMAN AVE
1423600.37525564,601302.328486726,142280,749637A,2011/08/12 15:04:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A044,641 GUTMAN AVE
1423610.78829256,601293.24156265,142281,124167A,2006/03/13 14:48:00+00,,,Vacant,MCC,J,12,East Baltimore Midway,4041A045,643 GUTMAN AVE
1423621.51333672,601283.871502638,142286,1578079A,2017/08/29 10:07:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A046,645 GUTMAN AVE
1423632.27282964,601274.481757641,142287,749622A,2011/08/12 14:46:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A047,647 GUTMAN AVE
1423643.00541972,601265.096605808,142288,2506352A,2025/05/08 11:54:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A048,649 GUTMAN AVE
1423676.27175739,601236.799746394,142291,700161A,2011/05/04 15:04:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A051,655 GUTMAN AVE
1423686.81405914,601227.507442147,142292,277175A,2007/12/12 11:16:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A052,657 GUTMAN AVE
1423697.70773813,601218.265990809,142293,253778A,2007/12/11 16:04:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A053,659 GUTMAN AVE
1423726.90420206,601193.500292316,142295,2466989A,2024/12/23 12:23:00+00,,,Vacant,,J,12,East Baltimore Midway,4041A055,663 GUTMAN AVE
1422980.53660031,605624.036378726,142299,1582601A,2017/09/01 16:05:00+00,,,Vacant,,F,14,Waverly,4049B002,3313 GREENMOUNT AVE
1423071.28543456,606033.3885784,142340,2322345A,2023/11/16 17:40:00+00,,,Vacant,,F,14,Waverly,4049C033,3404 OLD YORK ROAD
1423535.70051622,609860.413076565,142419,2474239A,2025/01/27 13:58:00+00,,,Vacant,,G,4,Pen Lucy,3973C005,607 SPRINGFIELD AVE
1432620.45957763,603037.440173984,142749,1959665A,2020/12/23 17:00:00+00,,,Vacant,,G,13,Belair-Edison,4190B061,3207 HARWELL AVE
1430017.84831305,600444.217342064,142800,1628386A,2018/01/10 14:26:00+00,,,Vacant,,J,12,Clifton Park,4199 003B, 
1426177.98394555,603080.24947156,142874,2468811A,2025/01/03 08:09:00+00,,,Vacant,,G,14,Coldstream Homestead Montebello,4108 003,1517 HOMESTEAD ST
1426197.68436547,603066.639590651,142875,781786A,2011/11/23 14:01:00+00,,,Vacant,,G,14,Coldstream Homestead Montebello,4108 004,1521 HOMESTEAD ST
1426317.84357397,602923.969600394,142886,2504674A,2025/05/09 13:20:00+00,,,Vacant,,G,14,Coldstream Homestead Montebello,4108 010,1545 HOMESTEAD ST
1426341.92423446,602910.195349723,142887,355858A,2008/09/03 11:52:00+00,,,Vacant,,G,14,Coldstream Homestead Montebello,4108 011,1547 HOMESTEAD ST
1426480.3760573,602853.186605483,142897,1588370A,2017/09/22 12:48:00+00,,,Vacant,,G,14,Coldstream Homestead Montebello,4108 012E,1563 HOMESTEAD ST
1426504.94556198,602833.385463983,142899,2328119A,2023/12/10 08:54:00+00,,,Vacant,,G,14,Coldstream Homestead Montebello,4108 012G,1567 HOMESTEAD ST
1426460.41218647,603036.516291305,142901,2468970A,2025/01/03 08:07:00+00,,,Vacant,,J,14,Coldstream Homestead Montebello,4108 013,1534 HOMESTEAD ST
1426392.26665348,603089.7271429,142911,1013707A,2013/08/27 13:40:00+00,,,Vacant,,J,14,Coldstream Homestead Montebello,4108 018,1524 HOMESTEAD ST
1426407.72200313,603217.581545979,142936,2195292A,2023/01/03 16:22:00+00,,,Vacant,,J,14,Coldstream Homestead Montebello,4108 035,1523 GORSUCH AVE
1426585.6711223,602950.675255641,142942,1408427A,2016/06/22 14:42:00+00,,,Vacant,,J,14,Coldstream Homestead Montebello,4108 048,2664 KENNEDY AVE
1426455.1398873,602784.631296396,142951,2258290A,2023/06/16 15:26:00+00,,,Vacant,,G,14,Coldstream Homestead Montebello,4108 052,2642 KENNEDY AVE
1425783.29805514,602967.44326672,142975,2468940A,2025/01/03 08:08:00+00,,,Vacant,MCC,H,14,Coldstream Homestead Montebello,4109 009D,2638 KIRK AVE
1425830.33011331,603027.646886483,142980,2077133A,2022/02/01 18:37:00+00,,,Vacant,,H,14,Coldstream Homestead Montebello,4109 010C,2648 KIRK AVE
1424633.36269097,600258.666860148,142992,1660286A,2018/04/24 19:03:00+00,,,Vacant,,J,12,East Baltimore Midway,4011B069,2063 KENNEDY AVE
1424272.8037008,600050.815897897,142994,637552A,2010/10/18 14:54:00+00,,,Vacant,,J,12,East Baltimore Midway,4012 001,2014 KENNEDY AVE
1424385.56758289,600190.641733721,143009,2404717A,2024/07/03 16:42:00+00,,,Vacant,,J,12,East Baltimore Midway,4012 013,2038 KENNEDY AVE
1424432.76991631,600249.068454146,143017,1956390A,2020/12/04 17:09:00+00,,,Vacant,,J,12,East Baltimore Midway,4012 018,2048 KENNEDY AVE
1424479.48274939,600306.895110145,143022,460687A,2009/07/21 15:32:00+00,,,Vacant,,J,12,East Baltimore Midway,4012 023,2058 KENNEDY AVE
1424527.14899264,600365.915661395,143027,225674A,2007/07/24 12:26:00+00,,,Vacant,,J,12,East Baltimore Midway,4012 028,2068 KENNEDY AVE
1424366.8546938,600334.442955315,143051,160880A,2006/10/17 13:57:00+00,,,Vacant,,J,12,East Baltimore Midway,4012 049,2241 CECIL AVE
1424132.12484831,600290.637268648,143076,2185745A,2022/11/22 09:55:00+00,,,Vacant,,J,12,East Baltimore Midway,4012A008,2214 CECIL AVE
1424273.51892248,600464.36789231,143095,2473876A,2025/01/24 11:32:00+00,,,Vacant,,J,12,East Baltimore Midway,4012A024,2246 CECIL AVE
1424308.9118963,600507.702779397,143099,1957876A,2021/03/12 11:02:00+00,,,Vacant,,J,12,East Baltimore Midway,4012A028,2254 CECIL AVE
1424172.15035881,605331.193132401,143152,1857278A,2019/11/10 12:38:00+00,,,Vacant,,F,14,Better Waverly,4051A017,815 E 33RD ST
1423531.17001347,609615.532988891,143279,2176004A,2022/10/19 10:04:00+00,,,Vacant,,G,4,Pen Lucy,3973C085,612 E 41ST ST
1423623.49955322,609777.024463817,143289,923794A,2013/01/14 16:11:00+00,,,Vacant,,G,4,Pen Lucy,3973C078,700 BELGIAN AVE
1424310.32396697,610031.679466307,143293,2185163A,2022/11/16 16:42:00+00,,,Vacant,,G,4,Pen Lucy,3973D001,4201 IVANHOE AVE
1424220.59612806,610261.974937484,143309,1874489A,2020/01/31 08:30:00+00,,,Vacant,,G,4,Pen Lucy,3973D014,4227 IVANHOE AVE
1424660.94695339,610550.658415228,143322,2399418A,2024/06/20 10:46:00+00,,,Vacant,,G,4,Pen Lucy,3973D025,4210 SAINT GEORGES AVE
1395674.07316872,620075.04750289,143435,2458882A,2024/11/19 10:27:00+00,,,Vacant,,C,5,Cross Country,4232 027,3505 SEVEN MILE LANE
1394710.78342864,617914.518687472,143532,2198003A,2023/01/11 11:34:00+00,,,Vacant,,F,5,Fallstaff,4218C035,7028 SURREY DR
1426064.45234847,600871.876263648,143773,1135310A,2014/08/25 15:42:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B023,1232 DARLEY AVE
1426075.55403231,600863.460269973,143774,1396255A,2016/06/08 11:01:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B024,1234 DARLEY AVE
1426086.02678038,600855.201756313,143775,2327450A,2023/12/07 18:31:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B025,1236 DARLEY AVE
1426096.96671914,600847.586614057,143776,696591A,2011/04/27 16:01:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B026,1238 DARLEY AVE
1426118.43977331,600828.417032972,143778,1895100A,2020/05/01 16:04:00+00,,,Vacant,,J,12,East Baltimore Midway,4010B028,1242 DARLEY AVE
1425817.07521856,600553.665613979,143784,890672A,2012/09/21 09:54:00+00,,,Vacant,,J,12,East Baltimore Midway,4010C005,1234 BONAPARTE AVE
1425804.61822248,600563.52779898,143785,209504A,2007/06/13 15:55:00+00,,,Vacant,,J,12,East Baltimore Midway,4010C006,1232 BONAPARTE AVE
1425792.19698747,600573.359800309,143786,2076972A,2022/02/01 18:08:00+00,,,Vacant,,J,12,East Baltimore Midway,4010C007,1230 BONAPARTE AVE
1425942.18323605,600807.459725812,143805,2107596A,2022/05/13 09:49:00+00,,,Vacant,,J,12,East Baltimore Midway,4010C026,2229 AIKEN ST
1425950.79411122,600818.678535387,143806,440857A,2009/06/04 07:17:00+00,,,Vacant,,J,12,East Baltimore Midway,4010C027,2231 AIKEN ST
1425996.08306263,600740.754806727,143809,675036A,2011/02/18 07:37:00+00,,,Vacant,,J,12,East Baltimore Midway,4010C030,1235 DARLEY AVE
1426006.57319914,600732.498261556,143810,167851A,2006/11/15 10:38:00+00,,,Vacant,,J,12,East Baltimore Midway,4010C031,1237 DARLEY AVE
1425824.74383838,601063.511050984,143815,2450854A,2024/10/24 13:56:00+00,,,Vacant,,J,12,East Baltimore Midway,4010D002,1202 DARLEY AVE
1425837.32977122,601053.567501307,143816,2186513A,2022/12/01 15:51:00+00,,,Vacant,,J,12,East Baltimore Midway,4010D003,1204 DARLEY AVE
1425913.37555088,600998.766757891,143821,694887A,2011/04/20 12:29:00+00,,,Vacant,,J,12,East Baltimore Midway,4010D008,2304 AIKEN ST
1425925.63011955,601011.742453724,143822,1780307A,2019/10/08 08:49:00+00,,,Vacant,,J,12,East Baltimore Midway,4010D009,2306 AIKEN ST
1425935.80299947,601025.973396391,143823,353228A,2008/08/21 15:54:00+00,,,Vacant,,J,12,East Baltimore Midway,4010D010,2308 AIKEN ST
1425991.26220614,601094.259020984,143828,1344211A,2016/01/05 14:52:00+00,,,Vacant,,J,12,East Baltimore Midway,4010D015,2318 AIKEN ST
1426067.45004588,601190.245377555,143835,2473934A,2025/01/27 08:49:00+00,,,Vacant,,J,12,East Baltimore Midway,4010D022,2332 AIKEN ST
1425398.40020289,600482.550270647,143858,1199197A,2015/02/05 16:58:00+00,,,Vacant,,J,12,East Baltimore Midway,4010G003,2223 AISQUITH ST
1425408.16691564,600494.749721304,143859,1114193A,2014/07/11 09:13:00+00,,,Vacant,,J,12,East Baltimore Midway,4010G004,2225 AISQUITH ST
1425428.22691488,600519.711285561,143861,1452200A,2016/10/03 08:19:00+00,,,Vacant,HABC,J,12,East Baltimore Midway,4010G006,2229 AISQUITH ST
1425438.28890264,600532.511784896,143862,1828423A,2019/08/14 14:43:00+00,,,Vacant,,J,12,East Baltimore Midway,4010G007,2231 AISQUITH ST
1425504.59782514,600479.349817723,143879,2484318A,2025/03/12 16:40:00+00,,,Vacant,,J,12,East Baltimore Midway,4010G024,2128 AIKEN ST
1425525.04857163,600503.311712056,143881,2473931A,2025/01/27 08:50:00+00,,,Vacant,,J,12,East Baltimore Midway,4010G026,2132 AIKEN ST
1425534.70537648,600516.986553475,143882,1896894A,2020/05/13 10:30:00+00,,,Vacant,,J,12,East Baltimore Midway,4010G027,2134 AIKEN ST
1424096.52813472,599800.598550558,143891,2186502A,2022/12/01 15:23:00+00,,,Vacant,,J,12,East Baltimore Midway,4013A003,1004 E 20TH ST
1424110.95756781,599801.560490891,143892,2210621A,2023/02/27 15:30:00+00,,,Vacant,,J,12,East Baltimore Midway,4013A004,1006 E 20TH ST
1424125.00019063,599802.483061224,143893,2198654A,2023/01/15 20:48:00+00,,,Vacant,,J,12,East Baltimore Midway,4013A005,1008 E 20TH ST
1424139.17043789,599803.421051472,143894,2320910A,2023/11/12 17:21:00+00,,,Vacant,,J,12,East Baltimore Midway,4013A006,1010 E 20TH ST
1424268.26762064,599811.306206316,143907,2102097A,2022/04/29 08:45:00+00,,,Vacant,,J,12,East Baltimore Midway,4013A015,1028 E 20TH ST
1424218.99704988,599922.508739814,143911,1120497A,2014/07/24 11:20:00+00,,,Vacant,,J,12,East Baltimore Midway,4013A019,2006 KENNEDY AVE
1424218.03904656,599937.476885721,143912,2404729A,2024/07/03 14:55:00+00,,,Vacant,,J,12,East Baltimore Midway,4013A020,2008 KENNEDY AVE
1423077.62761347,606724.661802143,143941,1894530A,2020/04/27 12:09:00+00,,,Vacant,,F,14,Waverly,4048 056,3534 OLD YORK ROAD
1423901.41533597,599787.680925474,143946,2305428A,2023/10/12 09:13:00+00,,,Vacant,,J,12,East Baltimore Midway,4013B016,916 E 20TH ST
1424013.93184322,600145.510262311,143970,1199760A,2015/02/06 14:09:00+00,,,Vacant,,J,12,East Baltimore Midway,4013B037,2040 CECIL AVE
1423210.60799055,599743.664937392,143976,1889833A,2020/03/18 14:15:00+00,,,Vacant,,I,12,East Baltimore Midway,4017 003,704 E 20TH ST
1423240.19749831,599745.53041923,143981,2506353A,2025/05/08 11:53:00+00,,,Vacant,MCC,I,12,East Baltimore Midway,4017 005,708 E 20TH ST
1423254.79523814,599746.445115566,143982,2324271A,2023/11/21 12:53:00+00,,,Vacant,MCC,I,12,East Baltimore Midway,4017 006,710 E 20TH ST
1423371.86882289,599851.887489974,144000,2473775A,2025/01/27 08:46:00+00,,,Vacant,,I,12,East Baltimore Midway,4017 021,2004 HOMEWOOD AVE
1423371.11095038,599866.164692387,144001,221600A,2007/07/17 09:24:00+00,,,Vacant,,I,12,East Baltimore Midway,4017 022,2006 HOMEWOOD AVE
1423391.85467531,599965.505372971,144006,1889837A,2020/03/18 14:16:00+00,,,Vacant,,I,12,East Baltimore Midway,4017 027,731 E 21ST ST
1423332.83346789,599962.820995137,144010,2064562A,2021/12/06 13:35:00+00,,,Vacant,,I,12,East Baltimore Midway,4017 031,723 E 21ST ST
1423318.53986131,599960.760303721,144011,2117565A,2022/06/03 09:48:00+00,,,Vacant,,I,12,East Baltimore Midway,4017 032,721 E 21ST ST
1423827.02211206,605836.33877565,144052,2036271A,2021/09/07 13:54:00+00,,,Vacant,MCC,E,14,Waverly,4053 076,707 E 34TH ST
1435084.20202547,600673.373051733,144313,2203524A,2023/01/31 16:52:00+00,,,Vacant,,F,13,Belair-Edison,4179S007,3713 RAVENWOOD AVE
1436299.46567105,600612.70683448,144377,1364509A,2016/03/17 14:33:00+00,,,Vacant,,F,13,Belair-Edison,4179S071,4101 CHESTERFIELD AVE
1403504.31800689,619733.028173804,144450,2299554A,2023/09/13 16:36:00+00,,,Vacant,,A,5,Cheswolde,4394 009,2409 TANEY ROAD
1402026.65757638,612865.28403531,144498,2075852A,2022/02/02 12:49:00+00,,,Vacant,MCC,I,5,Arlington,4511 008,5332 BEAUFORT AVE
1423252.50291988,606217.16708222,144690,2468978A,2025/01/08 08:07:00+00,,,Vacant,,F,14,Waverly,4050B029,601 E 35TH ST
